n1=3, m=4, n=12, N=1483
seed=7
theta_path=D:\研究生\研究生\Quantum Machine learning\code\Train\data\theta_demo.npy
theta_array:
[[5.49786103 0.99199549 3.79542808 2.26487638]
 [3.22549452 1.90032461 4.38469128 2.46030217]
 [1.13916194 3.50335699 5.41554688 1.98090663]]
comp	x	y
1	010101001011	010101011100
2	111111111011	010010111110
1	111101110100	011001011101
0	000000000000	010001101011
2	111010011111	010101010001
1	010100100101	111100111111
2	100111111110	111100011000
2	111110111011	001001000100
2	111101111001	100110011101
2	111101011111	001110000111
1	010101001011	001001110110
2	011111111111	001010001000
1	001100101011	111100111010
1	010001010000	000101101110
1	000010100001	001000111100
1	000111101010	011010110111
1	100110001100	101100110001
1	010011100011	000010100011
0	000000000000	010001011111
2	111110101110	110010100001
2	011110111111	001001010110
2	111111100111	000000001010
2	111111110111	011010000111
0	000000000000	000011110000
2	011111110011	001011010011
2	101101100001	000101111001
1	001011110000	101101001110
2	111110011111	000110111010
0	000000000000	110010100000
0	000000000000	101001101011
0	000000000000	110100011011
1	111100001100	011111101010
0	000000000000	111110100000
2	101111111111	101000111011
0	000000000000	111111101101
1	111000100000	110011110100
0	000000000000	101110111011
0	000000000000	110000011111
0	000000000000	110110011110
0	000000000000	101000111010
1	110001001101	110111000010
0	000000000000	100110101000
0	000000000000	010110000001
1	001101101100	110000101110
0	000000000000	000101001001
1	110100010110	100101011001
2	101111100111	110001010101
2	110000111110	100001101111
1	000100100000	001110101110
1	100101110011	001100101010
1	101101100001	101010101100
1	011001101001	000111010101
1	010110110100	001010101010
1	001000111101	110111001101
2	101111111111	001000010011
1	010010001010	100101010100
2	001111111010	101001000101
1	100111010000	100101111000
0	000000000000	000000001111
2	000111111111	000101110111
2	111110110111	000000100110
1	100111110100	101010001110
1	100000001001	111000111011
0	000000000000	100000011100
0	000000000000	101011001101
1	001000000001	001100100111
0	000000000000	000101001101
1	000000110111	001011110100
2	111111111111	101100011111
2	111110111111	001011111101
1	101011010001	101100011101
1	010001010000	000011011010
2	111110001111	001011110110
0	000000000000	100010010101
1	111010010010	011100110001
0	000000000000	011011011101
2	010111110111	001000000000
1	100000000011	101011001101
0	000000000000	110000100001
0	000000000000	011000101001
2	011110111111	010000101000
0	000000000000	011111011000
2	111111011111	110000010110
1	101100000101	010010000000
0	000000000000	001110111000
0	000000000000	101111010110
2	111101111111	101010100111
1	110010011111	010001110001
2	100111111010	000110001101
0	000000000000	001011111000
2	110110110111	111001010010
1	001010010001	110110110111
0	000000000000	100110111001
1	011000010110	001100000001
2	111111111011	110111011100
0	000000000000	010111010110
1	001101100111	011110010101
2	111101111001	110111110101
2	111001101011	110011001111
2	111111111111	110110001011
2	111101111111	011010110010
2	110111111001	101010101101
0	000000000000	100110000001
2	111011111011	010111110101
2	110111111011	111010100111
0	000000000000	011010000010
2	111111110111	010101110110
1	000010101010	000110010000
0	000000000000	011001010001
2	110001111100	000110100101
1	100011100111	100101000000
0	000000000000	110101011100
0	000000000000	010000110100
1	101110111010	101101000001
0	000000000000	100001110000
1	010011001100	111101011001
1	100011011000	101110010100
0	000000000000	001101011001
1	000110111111	001000111011
2	011010110111	001001000001
1	111000110001	101100001000
2	110010110111	001100000100
2	111111111111	101011000000
0	000000000000	001001001010
2	111110111111	111010011010
0	000000000000	011111101000
0	000000000000	011011001110
2	100111100111	101011010001
0	000000000000	011110110111
2	110101011111	001110110110
0	000000000000	101001011011
0	000000000000	001111000111
0	000000000000	000100011110
2	011101111011	110110011101
2	110111011111	010111000110
2	111111111011	011111011101
0	000000000000	110110010010
2	111010101111	010111100000
1	111011100101	001111010101
0	000000000000	001011110010
1	010000011010	110111001011
2	110111111111	011010010010
0	000000000000	100000100011
1	101000000001	011111111111
0	000000000000	100000100000
2	111111101100	001010001111
2	111111111110	100011111100
2	110110111111	101000001101
0	000000000000	011011011001
2	001111111011	100011101100
2	101111101111	100111110110
1	111000000000	100101100001
2	111111101011	101000011110
1	000100010000	101101011010
0	000000000000	100001000100
1	100010011100	101010101010
2	111111011001	000011111110
2	111111111100	011011001010
0	000000000000	001111110000
0	000000000000	110111101110
2	111111101101	101110110000
0	000000000000	100110011000
2	011110111011	001100010100
2	111111111011	000111011110
1	000011010011	011010000100
1	010100010101	011010000100
1	110000100010	011010101100
2	001011111111	011101011001
0	000000000000	011100101010
0	000000000000	100101011010
0	000000000000	110110010010
0	000000000000	011100101000
2	110111011101	110110001010
0	000000000000	110000011001
0	000000000000	001100011011
1	110100000111	001100010011
1	010101101101	101101111100
1	010100101001	011100110000
0	000000000000	011000101001
1	001100000000	011001100010
2	110101111011	011110011101
0	000000000000	010111000111
1	100010010101	101001000100
2	100111110111	100110000100
1	110001110011	001001100011
2	011110111100	000010101001
2	111110110111	101101000001
0	000000000000	111100110011
0	000000000000	011011000110
1	000000000001	101000010111
0	000000000000	111010011101
0	000000000000	000010111011
1	110000110111	101011110011
0	000000000000	010101110001
2	111101111111	010011110001
2	111110110111	100011110000
1	011000011000	111101101110
0	000000000000	001000010011
0	000000000000	011010000000
2	111111111111	001010010010
1	001000100100	100001010110
1	000001000000	101000011001
2	001111111110	010001100001
0	000000000000	101001011110
1	000110010100	000100110110
1	001011100001	101000101100
0	000000000000	110100111111
1	100110000010	100101011101
0	000000000000	110010110010
2	101111110011	101000111010
2	101011110011	001100001001
0	000000000000	111000101011
0	000000000000	001010100111
2	111100101111	111011100001
0	000000000000	001101110110
0	000000000000	000111011101
2	011011110111	000011100111
0	000000000000	101001101001
0	000000000000	011100100111
0	000000000000	101011000000
2	111011010010	100110111001
2	111100101101	000111111111
0	000000000000	001101000111
0	000000000000	110110011110
1	100111000010	000011101011
0	000000000000	001111010000
2	111111110111	101010100011
0	000000000000	100100000101
0	000000000000	100101010101
2	101111111111	101010001110
0	000000000000	100011101000
2	011111111111	011011000111
1	000001010001	000011011110
0	000000000000	000011000011
1	000001101010	000000001101
1	000100010001	011000111011
1	001001101001	100111101101
2	011100111111	010101011101
0	000000000000	101111010000
1	110000101101	101001011000
1	010010111000	001001111010
1	001101011111	001011110100
2	101111011111	100111111100
0	000000000000	101110011011
0	000000000000	100110101110
0	000000000000	000000010010
1	100010101110	110111100101
0	000000000000	100111100100
0	000000000000	111111111001
0	000000000000	100010001011
1	101001110111	010110000110
0	000000000000	110001000000
2	111101101101	100110011101
1	000000110011	011111001101
1	100100100010	101101011011
2	110111111111	101010001111
0	000000000000	011111101100
2	111111111101	111000111001
1	100001011000	001011111100
1	010100010100	100001000111
2	001011111110	100101001111
1	111001001011	011111110101
0	000000000000	100001001111
1	000000000100	010011111001
1	111101001100	010010111001
1	110001010011	101101110000
1	100000101100	000111100101
2	111111001110	101011111011
2	011111110111	000110010000
1	000110010011	101000001101
1	101000000110	011010010110
2	111100101111	111000010011
2	110010011111	111001100010
2	111010101011	101000111100
0	000000000000	000000110011
2	111001100101	100011100000
0	000000000000	111111010001
1	010010010011	010011011000
2	111111111111	001011001101
2	100111010111	010001001001
1	100000000011	110111000111
1	010001110101	011011000100
0	000000000000	001011101101
2	111011111011	001110000101
0	000000000000	010110010110
1	110001110001	111101010001
2	111111101111	110010011101
2	111101100011	001001010001
1	100100010010	110101010001
0	000000000000	101100100110
0	000000000000	000011000010
2	110111011110	111010110001
2	111111110110	011110010101
2	111010111011	011101101011
2	101100011110	011001110110
0	000000000000	101011010101
1	100001100011	100101101011
1	000000011110	000110011010
0	000000000000	110010111100
2	101111111111	111001000110
2	111001111110	101111010000
1	000000011100	010111111010
2	111011111111	101110001101
2	010110011101	010000100010
0	000000000000	011011110110
2	111101111111	000111011101
2	111101101111	110110001111
2	101111111101	100101011101
2	001111110111	000011001011
0	000000000000	100011100101
0	000000000000	001111111111
2	111111111101	100011101000
1	101111001000	011101110110
0	000000000000	101110011000
2	011101111111	111011101111
2	011111111111	011010001110
1	001010010001	000111110010
1	101001010010	000111100111
2	111111111111	000000100010
2	110111111111	100001101010
2	101111011111	001000011111
1	000110001000	000101100010
2	010111011001	010001001101
2	011111110111	011001000100
2	010111101010	011110010101
0	000000000000	101001111010
2	111111111101	110101111110
1	101001101011	000111010111
1	010000010000	111001010110
0	000000000000	111010001110
2	110111111111	101101001100
2	111001101111	100111110011
1	100011100011	001111011000
0	000000000000	010111011011
1	110111111101	001010100100
2	001011111111	010111010010
1	001111111001	100100000100
1	110110100100	111100110101
0	000000000000	010011100011
0	000000000000	001010101111
2	110100111110	111101111001
1	010101010011	110110110100
2	110110111011	110101100000
